시도,시군구,읍면동,피해유형,피해인구,피해시작일,피해종료일
경기도,용인시처인구,원삼면,운반급수,16,2017-06-03,2017-06-20
충청북도,괴산군,장연면,제한급수,20,2017-06-04,2017-07-03
충청북도,괴산군,칠성면,제한급수,140,2017-06-04,2017-06-08
충청남도,공주시,의당면,제한급수,23,2017-06-04,2017-07-24
전라남도,장흥군,장흥읍,운반급수,40,2017-06-05,2017-06-29
전라남도,보성군,회천면,제한급수,97,2017-06-05,2017-06-20
경기도,화성시,송산면,운반급수,7,2017-06-05,2017-08-21
경기도,화성시,송산면,운반급수,20,2017-06-05,2017-06-05
경기도,용인시수지구,동천동,운반급수,15,2017-06-05,2017-06-05
충청북도,괴산군,청안면,제한급수,56,2017-06-05,2017-07-03
강원도,화천군,하남면,운반급수,36,2017-06-05,2017-06-14
강원도,인제군,남면,운반급수,74,2017-06-05,2017-07-03
전라남도,고흥군,도양읍,제한급수,33,2017-06-05,2017-06-09
경기도,화성시,장안면,운반급수,4,2017-06-05,2017-06-07
충청북도,단양군,영춘면,운반급수,24,2017-06-06,2017-07-03
경상북도,상주시,낙동면,운반급수,20,2017-06-06,2017-06-06
충청북도,충주시,앙성면,운반급수,12,2017-06-07,2017-06-07
세종특별자치시,세종시,장군면,운반급수,150,2017-06-08,2017-06-08
강원도,홍천군,동면,운반급수,7,2017-06-08,2017-06-23
충청북도,단양군,영춘면,운반급수,10,2017-06-08,2017-07-03
경기도,이천시,신둔면,운반급수,90,2017-06-08,2017-06-21
경기도,이천시,백사면,운반급수,2,2017-06-08,2017-06-08
경기도,화성시,향남읍,운반급수,17,2017-06-08,2017-08-12
경기도,용인시처인구,모현읍,운반급수,23,2017-06-08,2017-06-22
인천광역시,옹진군,북도면,운반급수,123,2017-06-09,2017-07-24
경상남도,양산시,동면,운반급수,75,2017-06-09,2017-06-22
충청북도,충주시,교현·안림동,운반급수,11,2017-06-09,2017-06-09
경기도,용인시처인구,이동읍,운반급수,17,2017-06-09,2017-06-21
충청남도,부여군,홍산면,운반급수,40,2017-06-09,2017-07-10
경기도,양평군,지평면,제한급수,39,2017-06-10,2017-06-27
경기도,양평군,단월면,제한급수,71,2017-06-10,2017-07-05
전라남도,신안군,임자면,제한급수,3316,2017-06-10,2017-12-31
경기도,양평군,지평면,제한급수,70,2017-06-10,2017-06-27
경기도,용인시처인구,이동읍,운반급수,6,2017-06-12,2017-06-12
경상북도,청송군,주왕산면,운반급수,102,2017-06-12,2017-06-30
충청남도,보령시,성주면,제한급수,411,2017-06-12,2017-07-10
강원도,횡성군,서원면,운반급수,284,2017-06-12,2017-06-29
강원도,화천군,화천읍,운반급수,4,2017-06-12,2017-06-12
강원도,영월군,주천면,운반급수,28,2017-06-13,2017-06-26
세종특별자치시,세종시,금남면,운반급수,80,2017-06-13,2017-06-13
충청북도,괴산군,연풍면,제한급수,66,2017-06-13,2017-07-03
충청북도,충주시,소태면,운반급수,0,2017-06-13,2017-06-13
경상남도,합천군,대양면,제한급수,59,2017-06-13,2017-06-13
경상북도,영천시,화산면,운반급수,15,2017-06-13,2017-06-19
경기도,이천시,호법면,운반급수,2,2017-06-14,2017-06-19
전라북도,군산시,옥도면,운반급수,63,2017-06-14,2017-06-14
충청북도,충주시,교현·안림동,운반급수,6,2017-06-14,2017-06-14
전라북도,임실군,덕치면,운반급수,20,2017-06-15,2017-07-21
전라북도,임실군,강진면,운반급수,29,2017-06-15,2017-07-21
경기도,용인시처인구,이동읍,운반급수,3,2017-06-15,2017-06-15
충청북도,충주시,살미면,운반급수,40,2017-06-15,2017-06-16
충청북도,충주시,교현·안림동,운반급수,11,2017-06-16,2017-06-16
충청남도,서산시,운산면,운반급수,132,2017-06-16,2017-06-16
충청남도,서산시,운산면,운반급수,194,2017-06-16,2017-06-16
인천광역시,옹진군,북도면,운반급수,490,2017-06-16,2017-07-24
충청북도,충주시,살미면,운반급수,25,2017-06-16,2017-06-16
전라남도,보성군,겸백면,제한급수,65,2017-06-16,2017-07-02
인천광역시,옹진군,북도면,운반급수,220,2017-06-16,2017-07-24
경기도,화성시,팔탄면,운반급수,40,2017-06-17,2017-06-17
충청북도,단양군,단양읍,운반급수,136,2017-06-17,2017-07-03
세종특별자치시,세종시,연서면,운반급수,90,2017-06-17,2017-06-17
경상북도,영천시,자양면,운반급수,102,2017-06-17,2017-06-21
경상남도,합천군,가회면,제한급수,20,2017-06-17,2017-06-17
강원도,영월군,남면,운반급수,8,2017-06-18,2017-07-01
경기도,광주시,퇴촌면,운반급수,55,2017-06-18,2017-07-01
전라남도,보성군,회천면,제한급수,124,2017-06-18,2017-07-10
충청북도,충주시,동량면,운반급수,44,2017-06-19,2017-06-19
경기도,양평군,양동면,제한급수,75,2017-06-19,2017-06-27
경상북도,안동시,와룡면,운반급수,28,2017-06-19,2017-06-23
경상북도,안동시,풍천면,운반급수,18,2017-06-19,2017-06-19
경상북도,안동시,풍천면,운반급수,30,2017-06-19,2017-06-25
경상북도,안동시,예안면,운반급수,20,2017-06-19,2017-06-19
충청북도,단양군,단성면,운반급수,44,2017-06-19,2017-07-03
경상북도,안동시,예안면,운반급수,66,2017-06-19,2017-06-19
충청북도,괴산군,칠성면,제한급수,160,2017-06-19,2017-07-03
충청북도,충주시,동량면,운반급수,72,2017-06-19,2017-06-19
강원도,인제군,기린면,운반급수,201,2017-06-19,2017-07-03
강원도,화천군,화천읍,운반급수,10,2017-06-19,2017-06-19
강원도,횡성군,공근면,운반급수,153,2017-06-19,2017-06-22
강원도,영월군,북면,운반급수,90,2017-06-19,2017-07-01
강원도,영월군,북면,운반급수,35,2017-06-19,2017-07-01
경상북도,상주시,사벌국면,운반급수,38,2017-06-19,2017-06-19
강원도,영월군,김삿갓면,운반급수,53,2017-06-19,2017-06-24
강원도,화천군,간동면,운반급수,30,2017-06-20,2017-07-02
충청북도,충주시,동량면,운반급수,44,2017-06-20,2017-06-20
충청남도,공주시,금학동,제한급수,63,2017-06-20,2017-06-20
경기도,용인시처인구,동부동,운반급수,2,2017-06-20,2017-07-04
충청북도,충주시,중앙탑면,운반급수,80,2017-06-20,2017-06-20
인천광역시,옹진군,자월면,운반급수,169,2017-06-20,2017-07-24
충청북도,충주시,대소원면,운반급수,90,2017-06-21,2017-06-21
충청남도,부여군,충화면,운반급수,24,2017-06-21,2017-07-10
강원도,인제군,남면,운반급수,131,2017-06-21,2017-06-27
충청남도,보령시,오천면,제한급수,293,2017-06-21,2017-07-10
충청북도,충주시,살미면,운반급수,25,2017-06-21,2017-06-21
광주광역시,북구,석곡동,운반급수,108,2017-06-21,2017-06-21
경기도,이천시,설성면,운반급수,50,2017-06-21,2017-06-21
경기도,양평군,강상면,제한급수,190,2017-06-21,2017-06-27
강원도,영월군,주천면,운반급수,8,2017-06-21,2017-07-01
충청북도,옥천군,안내면,운반급수,28,2017-06-21,2017-07-03
충청북도,단양군,대강면,운반급수,50,2017-06-21,2017-07-03
충청북도,단양군,가곡면,운반급수,90,2017-06-21,2017-07-03
충청남도,보령시,오천면,제한급수,80,2017-06-21,2017-07-10
충청남도,보령시,오천면,제한급수,222,2017-06-21,2017-07-10
충청남도,보령시,오천면,제한급수,230,2017-06-21,2017-07-10
충청남도,보령시,오천면,제한급수,245,2017-06-21,2017-07-10
충청북도,단양군,대강면,운반급수,12,2017-06-22,2017-07-03
강원도,영월군,남면,운반급수,45,2017-06-22,2017-07-01
충청북도,충주시,동량면,운반급수,44,2017-06-22,2017-06-23
충청남도,서산시,운산면,운반급수,182,2017-06-22,2017-06-22
충청남도,부여군,은산면,운반급수,4,2017-06-22,2017-07-10
강원도,화천군,하남면,운반급수,250,2017-06-22,2017-07-02
충청남도,부여군,은산면,운반급수,2,2017-06-22,2017-07-10
충청남도,부여군,은산면,운반급수,4,2017-06-22,2017-07-10
충청남도,보령시,청라면,제한급수,182,2017-06-22,2017-07-10
충청남도,부여군,부여읍,운반급수,19,2017-06-22,2017-07-10
충청남도,부여군,은산면,운반급수,13,2017-06-22,2017-07-10
충청남도,부여군,은산면,운반급수,4,2017-06-22,2017-07-10
충청남도,부여군,은산면,운반급수,7,2017-06-22,2017-07-10
충청북도,충주시,중앙탑면,운반급수,105,2017-06-22,2017-06-22
경상북도,영천시,신녕면,운반급수,203,2017-06-22,2017-06-26
경기도,화성시,마도면,운반급수,3,2017-06-22,2017-07-22
강원도,영월군,중동면,운반급수,12,2017-06-22,2017-07-01
강원도,영월군,남면,운반급수,30,2017-06-22,2017-07-01
충청북도,충주시,동량면,운반급수,44,2017-06-22,2017-06-22
충청남도,공주시,사곡면,제한급수,50,2017-06-23,2017-06-23
인천광역시,옹진군,덕적면,운반급수,385,2017-06-23,2017-07-24
강원도,화천군,사내면,운반급수,33,2017-06-23,2017-07-03
강원도,양구군,남면,제한급수,16,2017-06-23,2017-06-23
충청북도,충주시,교현·안림동,운반급수,24,2017-06-23,2017-06-23
충청남도,서산시,운산면,운반급수,191,2017-06-23,2017-06-23
강원도,춘천시,남산면,운반급수,25,2017-06-23,2017-07-01
전라북도,완주군,경천면,운반급수,16,2017-06-23,2017-06-23
경상북도,안동시,북후면,운반급수,3,2017-06-23,2017-06-23
강원도,태백시,철암동,운반급수,8,2017-06-24,2017-06-24
경기도,광주시,곤지암읍,운반급수,71,2017-06-24,2017-07-01
충청북도,괴산군,칠성면,제한급수,60,2017-06-24,2017-07-03
경상북도,영천시,자양면,운반급수,31,2017-06-24,2017-06-27
충청북도,단양군,적성면,운반급수,7,2017-06-24,2017-07-03
경상북도,안동시,예안면,운반급수,26,2017-06-24,2017-06-24
충청북도,단양군,영춘면,운반급수,50,2017-06-24,2017-07-03
강원도,영월군,김삿갓면,운반급수,10,2017-06-24,2017-07-01
강원도,영월군,중동면,운반급수,6,2017-06-24,2017-07-01
강원도,영월군,중동면,운반급수,6,2017-06-24,2017-07-01
충청북도,단양군,영춘면,운반급수,26,2017-06-24,2017-07-03
강원도,화천군,사내면,운반급수,40,2017-06-25,2017-07-02
강원도,영월군,김삿갓면,운반급수,20,2017-06-25,2017-07-01
경상북도,안동시,예안면,운반급수,2,2017-06-25,2017-06-25
경기도,용인시처인구,모현읍,운반급수,7,2017-06-25,2017-06-25
충청남도,공주시,옥룡동,제한급수,30,2017-06-26,2017-06-26
충청북도,충주시,중앙탑면,운반급수,80,2017-06-26,2017-06-26
강원도,강릉시,왕산면,운반급수,77,2017-06-26,2017-06-27
경기도,광주시,곤지암읍,운반급수,50,2017-06-26,2017-06-26
충청남도,홍성군,장곡면,운반급수,2,2017-06-26,2017-06-26
충청남도,홍성군,홍동면,운반급수,129,2017-06-26,2017-06-26
강원도,홍천군,북방면,운반급수,7,2017-06-26,2017-06-26
세종특별자치시,세종시,장군면,운반급수,20,2017-06-26,2017-06-26
세종특별자치시,세종시,장군면,운반급수,35,2017-06-26,2017-06-26
충청북도,충주시,살미면,운반급수,25,2017-06-26,2017-06-26
충청남도,부여군,옥산면,운반급수,50,2017-06-26,2017-07-10
충청남도,홍성군,서부면,운반급수,2,2017-06-26,2017-06-26
충청남도,홍성군,홍동면,운반급수,67,2017-06-26,2017-06-26
충청남도,부여군,충화면,운반급수,2,2017-06-26,2017-07-10
경상북도,청송군,주왕산면,운반급수,63,2017-06-27,2017-07-04
충청북도,충주시,교현·안림동,운반급수,85,2017-06-27,2017-06-27
충청남도,보령시,성주면,제한급수,233,2017-06-27,2017-07-10
충청남도,부여군,임천면,운반급수,15,2017-06-28,2017-07-10
강원도,홍천군,서면,운반급수,52,2017-06-28,2017-06-28
충청남도,홍성군,구항면,제한급수,239,2017-06-28,2017-07-20
충청남도,부여군,장암면,운반급수,120,2017-06-28,2017-07-10
충청남도,부여군,임천면,운반급수,28,2017-06-28,2017-07-10
충청남도,홍성군,홍북읍,운반급수,100,2017-06-28,2017-06-28
충청남도,부여군,내산면,운반급수,20,2017-06-28,2017-07-04
강원도,홍천군,남면,운반급수,56,2017-06-28,2017-06-28
충청북도,단양군,영춘면,운반급수,10,2017-06-29,2017-07-03
충청북도,단양군,단양읍,운반급수,10,2017-06-29,2017-07-03
강원도,화천군,상서면,운반급수,100,2017-06-29,2017-06-29
강원도,화천군,상서면,운반급수,80,2017-06-30,2017-06-30
충청북도,충주시,교현·안림동,운반급수,24,2017-06-30,2017-06-30
충청북도,충주시,살미면,운반급수,25,2017-06-30,2017-06-30
충청북도,충주시,교현·안림동,운반급수,11,2017-06-30,2017-06-30
인천광역시,옹진군,자월면,운반급수,249,2017-07-01,2017-07-24
충청북도,충주시,동량면,운반급수,78,2017-07-02,2017-07-02
충청북도,충주시,교현·안림동,운반급수,85,2017-07-03,2017-07-03
충청남도,부여군,외산면,운반급수,5,2017-07-03,2017-07-10
충청남도,부여군,장암면,운반급수,40,2017-07-03,2017-07-10
충청남도,부여군,구룡면,운반급수,22,2017-07-03,2017-07-10
충청남도,부여군,구룡면,운반급수,9,2017-07-03,2017-07-10
충청남도,부여군,구룡면,운반급수,7,2017-07-03,2017-07-10
충청남도,부여군,외산면,운반급수,5,2017-07-03,2017-07-06
충청남도,부여군,구룡면,운반급수,10,2017-07-03,2017-07-10
충청남도,부여군,외산면,운반급수,4,2017-07-03,2017-07-10
충청남도,부여군,부여읍,운반급수,7,2017-07-04,2017-07-10
충청남도,부여군,부여읍,운반급수,10,2017-07-04,2017-07-10
충청남도,부여군,임천면,운반급수,34,2017-07-04,2017-07-10
충청남도,부여군,부여읍,운반급수,12,2017-07-04,2017-07-10
충청남도,부여군,부여읍,운반급수,10,2017-07-04,2017-07-10
충청남도,홍성군,구항면,운반급수,110,2017-07-05,2017-07-12
충청남도,부여군,충화면,운반급수,2,2017-07-06,2017-07-10
인천광역시,옹진군,자월면,운반급수,171,2017-07-06,2017-07-24
충청북도,충주시,교현·안림동,운반급수,11,2017-07-06,2017-07-12
충청남도,부여군,홍산면,운반급수,2,2017-07-07,2017-07-10
전라남도,보성군,미력면,제한급수,30,2017-07-10,2017-07-10
전라남도,신안군,자은면,제한급수,2380,2017-07-10,2017-07-14
전라남도,보성군,벌교읍,제한급수,208,2017-07-10,2017-07-10
전라남도,보성군,벌교읍,제한급수,57,2017-07-10,2017-07-10
전라남도,보성군,회천면,제한급수,53,2017-07-11,2017-07-11
충청남도,홍성군,홍성읍,운반급수,2,2017-07-12,2017-07-12
전라남도,완도군,노화읍,제한급수,391,2017-07-13,2018-05-13
울산광역시,북구,강동동,운반급수,36,2017-07-17,2017-07-19
충청북도,충주시,산척면,운반급수,87,2017-07-20,2017-07-20
경기도,용인시처인구,남사면,운반급수,2,2017-07-20,2017-07-20
울산광역시,울주군,온양읍,운반급수,75,2017-07-21,2017-07-23
충청북도,충주시,금가면,운반급수,181,2017-07-31,2017-07-31
전라남도,목포시,유달동,운반급수,94,2017-07-31,2017-07-31
전라남도,완도군,보길면,제한급수,2946,2017-08-07,2018-03-20
전라남도,완도군,노화읍,제한급수,4978,2017-08-07,2018-03-20
전라남도,신안군,팔금면,제한급수,1115,2017-08-15,2017-12-31
전라남도,신안군,안좌면,제한급수,2988,2017-08-15,2017-12-31
충청북도,충주시,동량면,운반급수,40,2017-10-10,2017-10-26
충청북도,충주시,산척면,운반급수,79,2017-11-20,2017-11-20
충청북도,충주시,교현·안림동,운반급수,11,2017-11-21,2017-11-21
충청북도,충주시,산척면,운반급수,79,2017-11-23,2017-11-23
충청북도,충주시,산척면,운반급수,47,2017-12-01,2017-12-01
충청북도,충주시,교현·안림동,운반급수,55,2017-12-07,2017-12-07
충청북도,충주시,교현·안림동,운반급수,85,2017-12-15,2017-12-18
충청북도,충주시,교현·안림동,운반급수,85,2017-12-15,2017-12-18
충청북도,충주시,산척면,운반급수,79,2017-12-20,2017-12-20
충청북도,충주시,교현·안림동,운반급수,55,2017-12-21,2017-12-21
충청북도,충주시,노은면,운반급수,40,2017-12-21,2017-12-21
충청북도,충주시,산척면,운반급수,79,2017-12-22,2017-12-22
충청북도,충주시,교현·안림동,운반급수,55,2017-12-26,2017-12-28
강원도,원주시,신림면,운반급수,50,2018-01-01,2018-01-15
인천광역시,옹진군,연평면,운반급수,2122,2018-01-01,2018-01-01
경기도,가평군,청평면,운반급수,14,2018-01-01,2018-01-31
경기도,가평군,청평면,운반급수,20,2018-01-01,2018-08-31
강원도,삼척시,하장면,운반급수,20,2018-01-01,2018-01-01
강원도,정선군,남면,운반급수,32,2018-01-01,2018-01-01
강원도,삼척시,하장면,운반급수,35,2018-01-01,2018-01-01
강원도,삼척시,하장면,운반급수,41,2018-01-01,2018-01-01
강원도,삼척시,하장면,운반급수,14,2018-01-01,2018-01-01
인천광역시,옹진군,연평면,운반급수,122,2018-01-01,2018-01-01
전라남도,신안군,임자면,제한급수,3313,2018-01-01,2018-04-08
전라남도,신안군,팔금면,제한급수,1115,2018-01-01,2018-04-23
전라남도,신안군,안좌면,제한급수,2988,2018-01-01,2018-04-23
충청남도,부여군,임천면,운반급수,30,2018-01-01,2018-05-08
경기도,가평군,청평면,운반급수,31,2018-01-01,2018-02-02
강원도,홍천군,두촌면,운반급수,107,2018-01-02,2018-01-13
강원도,횡성군,강림면,운반급수,75,2018-01-02,2018-01-16
강원도,횡성군,청일면,운반급수,77,2018-01-02,2018-02-21
울산광역시,북구,강동동,운반급수,34,2018-01-03,2018-02-02
경기도,광주시,퇴촌면,운반급수,59,2018-01-03,2018-03-02
충청북도,충주시,교현·안림동,운반급수,55,2018-01-03,2018-01-12
강원도,삼척시,하장면,운반급수,53,2018-01-03,2018-01-03
경상남도,양산시,동면,운반급수,121,2018-01-04,2018-01-04
경상남도,양산시,원동면,제한급수,113,2018-01-04,2018-01-04
경상남도,양산시,원동면,제한급수,43,2018-01-04,2018-01-04
강원도,횡성군,강림면,운반급수,75,2018-01-04,2018-01-05
경상남도,양산시,원동면,제한급수,161,2018-01-04,2018-01-04
경상남도,양산시,동면,제한급수,216,2018-01-04,2018-01-04
경상남도,양산시,원동면,제한급수,93,2018-01-04,2018-01-04
충청북도,충주시,중앙탑면,운반급수,30,2018-01-04,2018-01-04
충청남도,부여군,부여읍,운반급수,30,2018-01-05,2018-01-05
전라북도,완주군,화산면,운반급수,60,2018-01-05,2018-05-23
강원도,삼척시,하장면,운반급수,10,2018-01-05,2018-01-05
경기도,가평군,청평면,운반급수,74,2018-01-08,2018-01-17
전라북도,완주군,고산면,운반급수,2443,2018-01-09,2018-01-18
강원도,태백시,황연동,운반급수,4,2018-01-10,2018-01-10
강원도,화천군,사내면,운반급수,33,2018-01-10,2018-01-10
강원도,삼척시,하장면,운반급수,30,2018-01-11,2018-01-11
강원도,삼척시,가곡면,운반급수,93,2018-01-12,2018-01-12
강원도,인제군,남면,운반급수,75,2018-01-12,2018-01-13
강원도,삼척시,노곡면,운반급수,28,2018-01-13,2018-01-13
강원도,화천군,하남면,운반급수,52,2018-01-13,2018-01-13
강원도,화천군,간동면,운반급수,22,2018-01-13,2018-01-13
강원도,동해시,삼화동,운반급수,25,2018-01-13,2018-01-19
강원도,삼척시,신기면,운반급수,99,2018-01-13,2018-01-13
강원도,횡성군,강림면,운반급수,75,2018-01-13,2018-01-14
충청남도,부여군,장암면,운반급수,22,2018-01-13,2018-12-28
충청남도,부여군,남면,운반급수,25,2018-01-13,2018-01-13
충청북도,충주시,교현·안림동,운반급수,24,2018-01-13,2018-01-13
강원도,삼척시,하장면,운반급수,80,2018-01-14,2018-01-14
강원도,정선군,고한읍,운반급수,97,2018-01-15,2018-01-15
전라북도,완주군,구이면,운반급수,5179,2018-01-15,2018-03-07
경상남도,양산시,원동면,제한급수,128,2018-01-16,2018-01-16
경기도,광주시,퇴촌면,운반급수,83,2018-01-16,2018-02-26
경기도,광주시,곤지암읍,운반급수,50,2018-01-16,2018-02-26
충청북도,충주시,산척면,운반급수,79,2018-01-17,2018-01-30
강원도,삼척시,신기면,운반급수,32,2018-01-18,2018-01-18
강원도,원주시,소초면,운반급수,35,2018-01-19,2018-01-19
충청북도,충주시,소태면,운반급수,57,2018-01-19,2018-01-19
강원도,정선군,임계면,운반급수,50,2018-01-23,2018-01-23
강원도,정선군,임계면,운반급수,46,2018-01-23,2018-01-23
강원도,태백시,문곡소도동,운반급수,4087,2018-01-24,2018-01-29
경기도,용인시처인구,원삼면,운반급수,12,2018-01-24,2018-01-24
충청북도,충주시,동량면,운반급수,32,2018-01-24,2018-02-02
강원도,동해시,삼화동,운반급수,25,2018-01-26,2018-01-26
충청북도,충주시,수안보면,운반급수,126,2018-01-27,2018-01-27
강원도,원주시,신림면,운반급수,216,2018-01-27,2018-01-27
강원도,화천군,상서면,운반급수,80,2018-01-27,2018-01-27
전라북도,완주군,용진읍,운반급수,700,2018-01-27,2018-01-29
강원도,정선군,임계면,운반급수,30,2018-01-28,2018-01-28
경기도,광주시,남종면,운반급수,49,2018-01-29,2018-02-12
경기도,가평군,설악면,운반급수,42,2018-01-29,2018-02-04
경기도,가평군,청평면,운반급수,150,2018-01-29,2018-02-02
강원도,원주시,판부면,운반급수,60,2018-01-29,2018-01-29
전라북도,완주군,비봉면,운반급수,15,2018-01-29,2018-01-29
전라북도,완주군,소양면,운반급수,50,2018-01-29,2018-04-19
인천광역시,옹진군,대청면,운반급수,61,2018-01-29,2018-01-29
인천광역시,강화군,양사면,운반급수,157,2018-01-29,2018-01-29
강원도,횡성군,갑천면,운반급수,48,2018-01-29,2018-02-20
경기도,가평군,설악면,운반급수,62,2018-01-29,2018-02-04
강원도,횡성군,공근면,운반급수,170,2018-01-29,2018-02-01
인천광역시,옹진군,덕적면,운반급수,429,2018-01-30,2018-01-30
강원도,인제군,인제읍,운반급수,40,2018-01-30,2018-01-30
강원도,양구군,양구읍,제한급수,110,2018-01-30,2018-01-30
강원도,삼척시,노곡면,운반급수,13,2018-01-30,2018-01-30
강원도,인제군,북면,운반급수,66,2018-01-30,2018-01-30
강원도,인제군,북면,운반급수,48,2018-01-30,2018-01-30
강원도,인제군,기린면,운반급수,20,2018-01-30,2018-01-30
강원도,인제군,인제읍,운반급수,400,2018-01-30,2018-01-30
충청북도,충주시,교현·안림동,운반급수,85,2018-01-30,2018-01-30
강원도,정선군,정선읍,운반급수,24,2018-01-30,2018-01-30
강원도,삼척시,노곡면,운반급수,23,2018-01-31,2018-01-31
전라북도,완주군,동상면,운반급수,113,2018-01-31,2018-01-31
강원도,정선군,신동읍,운반급수,35,2018-02-01,2018-02-01
강원도,정선군,신동읍,운반급수,32,2018-02-01,2018-02-01
강원도,정선군,신동읍,운반급수,60,2018-02-01,2018-02-01
강원도,정선군,여량면,운반급수,17,2018-02-01,2018-02-01
경기도,가평군,설악면,운반급수,200,2018-02-01,2018-02-28
경기도,가평군,북면,운반급수,56,2018-02-01,2018-08-31
경기도,가평군,설악면,운반급수,42,2018-02-01,2018-02-28
경기도,가평군,북면,운반급수,10,2018-02-01,2018-02-28
경기도,가평군,청평면,운반급수,74,2018-02-01,2018-08-31
경기도,가평군,상면,운반급수,148,2018-02-01,2018-06-30
경기도,가평군,설악면,운반급수,62,2018-02-01,2018-03-31
경기도,가평군,상면,운반급수,90,2018-02-01,2018-12-31
경기도,가평군,상면,운반급수,150,2018-02-01,2018-03-31
경기도,가평군,북면,운반급수,80,2018-02-01,2018-02-28
경기도,가평군,가평읍,운반급수,110,2018-02-01,2018-03-31
경기도,가평군,청평면,운반급수,76,2018-02-01,2018-02-28
경기도,가평군,청평면,운반급수,70,2018-02-01,2018-08-31
경기도,가평군,청평면,운반급수,41,2018-02-01,2018-02-28
강원도,정선군,신동읍,운반급수,25,2018-02-01,2018-02-01
강원도,정선군,여량면,운반급수,15,2018-02-01,2018-02-01
경기도,가평군,북면,운반급수,27,2018-02-01,2018-02-28
경기도,가평군,가평읍,운반급수,50,2018-02-01,2018-02-28
경기도,가평군,북면,운반급수,0,2018-02-01,2018-02-28
충청북도,충주시,살미면,운반급수,25,2018-02-03,2018-02-03
전라북도,완주군,고산면,운반급수,20,2018-02-05,2018-02-19
경기도,용인시처인구,원삼면,운반급수,30,2018-02-05,2018-02-06
강원도,속초시,금호동,제한급수,6834,2018-02-06,2018-03-05
강원도,속초시,동명동,제한급수,4341,2018-02-06,2018-03-05
강원도,속초시,영랑동,제한급수,5029,2018-02-06,2018-03-05
강원도,횡성군,둔내면,운반급수,33,2018-02-06,2018-02-07
강원도,속초시,교동,제한급수,10384,2018-02-06,2018-03-05
강원도,속초시,노학동,제한급수,22874,2018-02-06,2018-03-05
전라북도,완주군,소양면,운반급수,80,2018-02-06,2018-06-22
강원도,속초시,조양동,제한급수,25016,2018-02-06,2018-03-05
강원도,속초시,청호동,제한급수,4703,2018-02-06,2018-03-05
충청북도,충주시,수안보면,운반급수,126,2018-02-06,2018-02-06
충청북도,충주시,교현·안림동,운반급수,85,2018-02-06,2018-02-06
강원도,속초시,대포동,제한급수,3168,2018-02-06,2018-03-05
충청북도,충주시,살미면,운반급수,25,2018-02-07,2018-02-07
전라북도,완주군,소양면,운반급수,80,2018-02-07,2018-02-07
충청북도,충주시,수안보면,운반급수,12,2018-02-08,2018-02-08
전라북도,완주군,용진읍,운반급수,50,2018-02-09,2018-02-09
경상북도,상주시,모동면,운반급수,15,2018-02-09,2018-02-09
충청북도,충주시,중앙탑면,운반급수,108,2018-02-10,2018-02-10
경상북도,안동시,풍천면,운반급수,35,2018-02-12,2018-02-20
충청북도,충주시,교현·안림동,운반급수,85,2018-02-12,2018-02-12
충청북도,충주시,살미면,운반급수,25,2018-02-14,2018-02-14
경기도,광주시,곤지암읍,운반급수,71,2018-02-14,2018-12-31
충청북도,충주시,교현·안림동,운반급수,85,2018-02-14,2018-02-14
충청북도,충주시,수안보면,운반급수,12,2018-02-15,2018-02-15
강원도,횡성군,청일면,운반급수,60,2018-02-15,2018-02-15
충청북도,충주시,교현·안림동,운반급수,85,2018-02-17,2018-02-22
충청북도,충주시,앙성면,운반급수,12,2018-02-17,2018-02-17
충청북도,충주시,앙성면,운반급수,40,2018-02-17,2018-02-17
충청북도,충주시,수안보면,운반급수,12,2018-02-19,2018-02-19
충청남도,천안시동남구,수신면,운반급수,50,2018-02-19,2018-02-20
경상북도,안동시,도산면,운반급수,15,2018-02-28,2018-03-05
경기도,가평군,설악면,운반급수,40,2018-03-01,2018-03-31
전라남도,완도군,소안면,제한급수,2714,2018-03-05,2018-03-22
전라남도,완도군,청산면,제한급수,2453,2018-03-05,2018-03-11
강원도,태백시,삼수동,운반급수,8,2018-03-09,2018-03-09
강원도,태백시,삼수동,운반급수,4,2018-03-12,2018-05-13
충청북도,충주시,동량면,운반급수,40,2018-03-21,2018-08-22
충청북도,충주시,살미면,운반급수,18,2018-03-22,2018-03-22
강원도,태백시,삼수동,운반급수,4,2018-03-23,2018-04-03
강원도,태백시,삼수동,운반급수,4,2018-04-03,2018-04-03
강원도,태백시,삼수동,운반급수,4,2018-04-11,2018-05-04
경기도,용인시처인구,백암면,운반급수,15,2018-04-12,2018-04-12
전라북도,완주군,고산면,운반급수,79,2018-05-11,2019-08-09
경기도,가평군,북면,운반급수,21,2018-06-01,2018-08-31
경기도,가평군,청평면,운반급수,78,2018-06-01,2018-06-30
충청북도,충주시,앙성면,운반급수,60,2018-06-03,2018-06-03
전라남도,완도군,금일읍,운반급수,139,2018-06-11,
충청북도,충주시,교현·안림동,운반급수,55,2018-06-21,2018-06-21
충청북도,충주시,교현·안림동,운반급수,85,2018-06-21,2018-06-21
경상북도,의성군,가음면,운반급수,54,2018-06-30,2018-06-30
경기도,가평군,청평면,운반급수,100,2018-07-01,2018-07-31
경기도,가평군,설악면,운반급수,100,2018-07-01,2018-07-31
충청북도,충주시,신니면,운반급수,46,2018-07-01,2018-07-01
경상북도,의성군,춘산면,운반급수,40,2018-07-02,2018-07-02
경상북도,의성군,옥산면,운반급수,70,2018-07-05,2018-07-05
